"tree" "sp" "Xm" "Ym" "DBH" "GI" "LGI" "ABN" "sBA" "sBA50" "HFI" "LHFI" "LSD" "FL" "AC" "sAC" "elev" "H" "S" "J" "Ha" "dist" "Ht" "Fsize" "Fcpo" "seedlings"
"708" "8MDkun1" "Dkun" 1104.1075 818.4843 58.2 0.67653016813162 0.516726281472425 100 254.646159350509 198.952703792035 3.47781822791577 1.49913592510519 0.0701055998389148 NA 0.554363644993618 0.383844273812757 24 2.22002532783454 10 2.0207541375001 15.5804487192585 0 2.36173836677077 62.1768814668145 58.1815706080101 1
"717" "9HDkun04" "Dkun" 226.1726 592.2032 75 10.4117145391953 2.43464041894755 100 254.646159350509 198.952703792035 6.68548033135212 2.03933287749047 0.67537110430182 NA 0.722836947634664 0.655748314998619 22 1.52924829303769 6 1.10311946432669 12.0086817759794 0 1.85574160574428 57.1744496578377 74.9869131420049 0
"726" "9JDkun2" "Dkun" 463.9623 736.3272 82.7 5.26874850658958 1.83557673449711 100 254.646159350509 198.952703792035 3.69757918085129 1.54704730811899 0.284623127054683 NA 0.667094730030516 0.591686744163259 16.95552 2.06847853163783 9 1.49209185988959 13.1012687652488 0 2.18845157163078 58.7954550861296 82.6904027876558 1
"729" "9LDKUN1" "Dkun" 812.7995 681.6376 81 67.7296747775843 4.23018105323791 100 254.646159350509 198.952703792035 33.1543993977975 3.53089140342365 1.3380814683157 NA 0.650549534685988 0.466933346049792 18 1.78972758854809 8 1.11202027411006 13.6559507683862 0 1.84306431835088 60.8510295617087 80.9884250752159 0
"730" "9LDKUN10" "Dkun" 827.4889 722.1998 56 12.5778453534429 2.60843944632004 100 254.646159350509 198.952703792035 4.07283882612839 1.62390058716094 0.414796207080354 NA 0.6546247412588 0.47665877147391 23 1.87000422585639 9 1.16189895329867 13.4022888673931 0 2.09353592123988 60.9584351544198 55.9815034046082 5
"736" "9LDKUN7" "Dkun" 949.1821 775.8417 75 2.13341297497325 1.14212281782948 100 254.646159350509 198.952703792035 6.89773312906859 2.06657577260866 0.294415707977832 NA 0.659032830631317 0.425126939833734 16 2.20051649309231 11 1.58733711598932 16.0472119613368 0 2.27381688574887 61.5456264421062 74.9848465099 0
"739" "10HDry01" "Dry" 193.253 417.0997 95 7.29755538846612 2.11596093990952 112 644.716796139681 644.716796139681 10.5512910638556 2.44679721114124 0.695366538954655 NA 0.656703343245791 0.668953922761898 21 1.56708122929332 7 1.42641880621339 14.1414541659561 0 2.11391566702232 89.8080074131477 94.9813895552482 24
"740" "10IDry01" "Dry" 327.7185 559.2069 NA 17.2702987749894 2.90527672356706 112 644.716796139681 644.716796139681 3.47592605605015 1.49871327021719 0.434539105246558 NA 0.725454947289136 0.710538066032839 20.78428 1.87116041423181 7 1.70320360834511 11.2033546603356 0 1.95618746766045 88.9065430949979 NA 21
"747" "10JDry6" "Dry" 516.0168 507.9308 75 15.7675590645736 2.81944601154846 112 644.716796139681 644.716796139681 2.66205115463594 1.29802341519788 0.327670772957936 NA 0.61784344449912 0.715465967011011 18 1.73286795139986 6 2.5 9.47603124623803 0 1.92512119079082 88.0218704481937 74.9842638974935 25
"750" "10KDry1" "Dry" 663.7296 449.2164 66 5.11551208274848 1.8108285077014 112 644.716796139681 644.716796139681 4.32561717100298 1.67252860553736 0.380477300751094 NA 0.524565773768979 0.703562073540445 20 1.55196924264438 7 1.11950916498763 11.3142888098767 0 2.09773642694335 87.3202373605241 65.9888733577999 0
"754" "10LDRY1" "Dry" 783.45 576.5589 53 17.9492714293905 2.94176548379147 112 644.716796139681 644.716796139681 7.76806352822007 2.17111597564247 0.914629981074943 NA 0.605079794362164 0.699225852506865 28 1.92218829677654 9 1.38656576170716 15.8741934992964 0 1.98664032989942 86.3301667841254 52.9949956452379 100
"756" "11HDRY2" "Dry" 169.4132 326.7718 70.5 8.27602352689077 2.22743295570861 112 644.716796139681 644.716796139681 32.9625742171147 3.52525916001662 1.21707110757632 NA 0.602911553519021 0.625477383752643 19 1.58874307285721 7 1.14603587622889 12.7060370586788 0 1.96451562275374 90.0540170691041 70.4879835221757 76
"761" "11IDRY5" "Dry" 209.9837 343.4234 98.8 15.099649684711 2.77879751304009 112 644.716796139681 644.716796139681 6.84793659580311 2.06025064320432 0.82027071099976 NA 0.620665784571169 0.631006877326355 15 1.6088829638639 6 0.999655191066451 13.4013485581437 0 2.09699739400145 89.8726383125687 98.7825569141335 5
"764" "11JDRY2" "Dry" 527.4018 321.8462 93 16.6506067426707 2.87077015914373 112 644.716796139681 644.716796139681 4.59469821616245 1.72181940217914 0.490385483571148 NA 0.548544768858095 0.646394486248942 23 1.74854715517468 8 1.26131015476551 13.7641592963855 0 2.38421155112744 88.3908966244625 92.9812100540291 17
"769" "12HDlan1" "Dry" 96.051 64.9978 70 7.5913281589161 2.15075334091453 112 644.716796139681 644.716796139681 1.56041376676351 0.940168873073126 0.126177827254872 NA 0.380110673164784 0.523984448827782 17 1.05492016798614 3 1.52192809488736 9.27077795500328 0 1.87464074053575 90.6144285931775 69.9887626408459 0
"771" "12IDlan1" "Dry" 276.6747 186.9135 130 7.39596540360681 2.12775128136948 112 644.716796139681 644.716796139681 7.25576626046732 2.11091189686403 0.585919650853149 NA 0.448444332852864 0.514978329724175 20 1.2406842919534 4 0.894964537655 11.0648160594558 0 1.86809742552472 89.8476621608398 129.997322042542 21
"780" "12JDlan1" "Dry" 396.6228 179.7447 110 6.10861951244529 1.96130806356328 112 644.716796139681 644.716796139681 3.22984415034499 1.44216514848936 0.263363411862361 NA 0.542818414294791 0.52837854055555 28 1.62904076224712 7 1.17510451454995 11.1859883295022 0 1.91865448909961 89.3240659832367 109.988581846398 7
"781" "8HDry1" "Dry" 181.5408 798.5006 90 37.1771356046272 3.64223679203185 112 644.716796139681 644.716796139681 11.985294337972 2.56381751239512 1.25023144357232 NA 0.73704321380535 0.781848249485411 22 1.75330755466351 7 1.08939123473972 13.4364828836806 0 2.0586540715456 89.203811949822 89.9807715083924 52
"785" "8HDry5" "Dry" 85.3979 910.7384 100 5.97949556914183 1.94297664613156 112 644.716796139681 644.716796139681 4.94366921670595 1.78232665591841 0.488219994231328 NA 0.762574527047445 0.787663745128575 27 1.47188325487099 6 1.06173933628494 11.8992978460213 0 1.45123792194863 89.406608926427 99.9832729206197 10
"786" "8IDry1" "Dry" 284.8715 796.8318 135 19.7111539317574 3.03067239243361 112 644.716796139681 644.716796139681 3.17554625955468 1.42924519035583 0.423713401896604 NA 0.753707041284181 0.76417567771724 25 1.46690710491225 5 1.05814980285085 9.64825926412396 0 1.82771972828453 88.7062361785489 134.998567083503 30
"795" "8JDry7" "Dry" 463.6983 892.9487 80 12.4205703605061 2.59678863142327 112 644.716796139681 644.716796139681 4.98739452063106 1.7896563459858 0.57322223292041 NA 0.624012397269911 0.73378968026515 24.41937 1.42444277850362 5 1.02751826628863 11.7058896846765 0 1.52748961741732 87.5783342522454 79.9820032472634 12
"799" "8KDry2" "Dry" 734.8992 919.2031 66 5.60784073478607 1.8882569340496 112 644.716796139681 644.716796139681 2.94622245139564 1.37275877990799 0.240519645136375 NA 0.671881468698381 0.662579899938267 15 0.793730055158425 4 1.14511041438158 7.03928659659189 0 1.1240357221909 86.0154201954906 65.9881698831707 8
"807" "8LDRY6" "Dry" 806.9118 889.843 120 8.71095001146292 2.27325411597904 112 644.716796139681 644.716796139681 4.12508909540087 1.63414790934183 0.330525803487148 NA 0.632727056085155 0.638171113042881 14 1.08889997534522 4 0.991159471432219 8.9937604013934 0 1.47293775868988 85.6525923142507 119.995449940842 3
"813" "8MDlan6" "Dry" 998.8372 873.5843 55 29.9543235852175 3.43251268518076 112 644.716796139681 644.716796139681 3.07945007766058 1.40596219444466 0.433456104205419 NA 0.64380293016358 0.583041685810312 18 1.59922125658727 6 0.993652034807991 11.0167533874288 0 1.74871729083517 84.6506451544465 54.9935098492691 34
"816" "8ODlan1" "Dry" 1316.2504 853.8541 52.5 0.724479916017625 0.544925507062878 112 644.716796139681 644.716796139681 2.89053258385734 1.35854605927621 0.0602327735976199 NA 0.482274538294366 0.484112590839479 32 1.30309240376172 5 1.87996494872711 10.8293200802568 0 2.01736362344825 83.2901950584121 52.4942769067207 4
"821" "9HDry04" "Dry" 142.9866 682.3513 100 14.0117448003358 2.7088328814171 112 644.716796139681 644.716796139681 5.16890541705955 1.81952141813713 0.528589587352241 NA 0.730427489643422 0.754068093479715 28.85004 1.68890186123825 9 1.21828516987828 14.1377966142562 0 1.86724134879296 89.564511456683 99.9831498900645 82
"828" "9IDry06" "Dry" 283.1577 723.1244 130 58.1595624166979 4.0802382412077 112 644.716796139681 644.716796139681 5.89906397757411 1.93138574697714 0.860915942730939 NA 0.761803920988232 0.758530872881341 28 1.50891775979711 5 1.08845408458429 11.3445575352808 0 1.84651470729062 88.8459596807419 129.997525427974 3
"834" "9JDry4" "Dry" 427.065 734.4223 81.3 15.0289314471048 2.77439530483036 112 644.716796139681 644.716796139681 3.53200445159861 1.51116432542446 0.397338887398105 NA 0.655748739075597 0.738987204845991 22 1.58678470752805 6 1.14462321425458 11.6214800787782 0 2.19822835758647 88.0314574342226 81.2817177372781 9
"837" "9KDry1" "Dry" 744.6539 604.1326 92 30.153599805051 3.43892980212155 112 644.716796139681 644.716796139681 27.7577162574705 3.35890612279698 1.87062249069184 NA 0.703445152474455 0.710768497411701 26 1.71433991205177 7 0.956791322437023 14.4045134639688 0 1.80009848339616 86.4810070452202 91.9814187824606 46
"838" "9KDry10" "Dry" 585.7862 712.5786 80 10.3584041880951 2.42995792702519 112 644.716796139681 644.716796139681 3.07714295374985 1.40539648668815 0.336018273487462 NA 0.704486738367791 0.725578847663881 14 1.11874333598575 4 1.0183240689416 7.74554504909554 0 1.53876809104027 87.1736506772105 79.9818501692053 13
"849" "9LDRY3" "Dry" 803.4401 762.6967 70 6.6925201996857 2.04024845410411 112 644.716796139681 644.716796139681 4.18659129749146 1.64607669864457 0.339723670380341 NA 0.654135975586637 0.667003506055093 22.02769 1.63263092715435 6 1.17769427110377 12.609937260371 0 1.89675601852072 85.8470804036492 69.9858112588814 5
"851" "10LHBEC1" "Hbec" 837.1959 442.1389 40 3.41678400736178 1.48541183111576 116 244.746592492003 156.83560161614 3.28735492496991 1.45566997517787 0.200667013359642 NA 0.508360327080705 0.806185977108082 28.02271 1.88915916375402 7 2.72548055699787 12.4245887650847 0 2.29311860148681 51.9663971909621 39.9837526521072 34
"855" "10MHbec1" "Hbec" 993.854 547.433 62 21.554578674261 3.11593809075953 116 244.746592492003 156.83560161614 8.44960133478784 2.24597255382083 0.772375588320567 NA 0.479323186828545 0.757217173424586 37.35822 2.15006022448424 10 1.55094061173801 17.2396778708731 0 2.33540178869715 52.0054276924542 61.982877384932 58
"861" "10MHbec4" "Hbec" 1003.153 508.7538 37 12.2726928087215 2.58570875230342 116 244.746592492003 156.83560161614 3.73955230861223 1.55594268158647 0.37791657693816 NA 0.486849408671459 0.763062984396114 37 1.6681739719974 7 1.51843738614993 13.0597597851765 0 2.3188184143683 51.981575775458 36.985260221157 32
"864" "10MHbec7" "Hbec" 1104.7604 433.3787 60 4.14121733375261 1.63728988678644 116 244.746592492003 156.83560161614 4.30237984510152 1.6681557471531 0.347696510434912 NA 0.567431183787446 0.760129534849284 36 1.3625664136254 7 0.982883903909611 9.99129892584414 0 1.88286816878512 51.8831091641861 59.9821392297469 38
"867" "10NHbec1" "Hbec" 1309.4386 516.6437 46.5 5.18169825784981 1.82159303272409 116 244.746592492003 156.83560161614 3.78244002810936 1.56495088239151 0.265266840381775 NA 0.551305280626827 0.718955798375508 45 2.39920429620261 12 2.18384986309525 17.6719269686553 0 2.24796421261674 51.6814798437305 46.4812996400557 6
"870" "10OHbec1" "Hbec" 1373.9315 573.8743 30 1.55390445982491 0.937623348854623 116 244.746592492003 156.83560161614 3.15228980460424 1.42365994222455 0.126228112417307 NA 0.534767790424215 0.712315151667807 20.5346 1.84688912326104 7 1.68111092722264 12.5343460748542 0 2.29904294437437 51.6251200888484 29.9890411095571 4
"880" "11KSPEN6" "Hbec" 719.4251 248.4654 52.2 20.1655286775547 3.05237385252011 116 244.746592492003 156.83560161614 6.51010713218138 2.01624973094478 0.882587323241022 NA 0.752253830801982 0.876645365634444 35.91766 1.30554160478425 7 0.94174919944823 10.5568850202312 0 1.44916826074138 51.7378898717429 52.1807017708458 104
"885" "11LHBEC2" "Hbec" 800.5271 298.353 65.5 20.9910669030204 3.09063632103504 116 244.746592492003 156.83560161614 8.80616548620883 2.28301131910223 1.18878884576275 NA 0.743423616721393 0.860707778510192 36 1.09729539388334 5 0.998801310709565 8.82063794674525 0 1.5637590629608 51.8544924084522 65.4845707854967 124
"888" "11LHBEC5" "Hbec" 817.1932 263.3714 57 30.5457047936798 3.45143744005788 116 244.746592492003 156.83560161614 5.63261848850606 1.89199967170336 0.878812080015299 NA 0.773054291933397 0.867495223582884 28.25104 1.28827915226405 6 0.929296972125992 9.73427502093017 0 1.52214415344743 51.8309606417407 56.9812904587982 151
"891" "11LHBEC8" "Hbec" 948.0896 335.4547 42.5 4.32702818280945 1.67279351848018 116 244.746592492003 156.83560161614 5.32561967803185 1.84460800262592 0.474732845611313 NA 0.717337336913723 0.817241244249912 39 1.12783549844967 7 0.813561340275933 9.11383425361332 0 1.62743160047508 51.9190379204983 42.4826257008379 127
"892" "11MHbec1" "Hbec" 1034.7582 366.926 61 4.2036928482239 1.64936853666086 116 244.746592492003 156.83560161614 17.1572513306988 2.89907000327561 1.30835944071796 NA 0.693267934826295 0.788487091195951 27.04328 1.04386420465951 6 0.950166146352709 7.99656960550069 0 1.53799027956636 51.9053637194924 60.9824954396775 28
"894" "11PHbec1" "Hbec" 1670.3962 283.2451 56.7 22.5068868119482 3.15729343404522 116 244.746592492003 156.83560161614 4.89756643066249 1.77453979644354 0.756820957368504 NA 0.595078631140264 0.812349221652913 16 1.90813389329111 9 1.37642765260162 13.0347076082076 0 2.43862784730851 51.3164227157074 56.681382339019 29
"895" "11PHbec2" "Hbec" 1684.8191 265.5805 64.3 24.3153141283004 3.23140951412626 116 244.746592492003 156.83560161614 4.13895059835655 1.63684889487896 0.526665733621272 NA 0.600457660356296 0.816391844228856 19.00016 1.83978958684125 8 1.32712765660751 12.5413806056524 0 2.38726888999905 51.3064733391584 64.2842893651859 86
"898" "11QHbec2" "Hbec" 1733.7063 235.4449 40 7.01691788920701 2.08155404492367 116 244.746592492003 156.83560161614 4.07174190717928 1.6236843300317 0.459262374238577 NA 0.615618426204727 0.827586205425423 36 1.43138110186121 7 1.03252320863867 10.3206488518766 0 1.91611863513913 51.2823935024859 39.9834895505633 39
"903" "11QHbec7" "Hbec" 1834.9983 352.3168 41 22.0967648488712 3.13969255788744 116 244.746592492003 156.83560161614 11.3895349750283 2.51685216265488 1.05201523461362 NA 0.537201367218162 0.830046062183124 14 1.19526841708698 4 1.08798019958074 9.5947324396349 0 1.84882996839613 51.2738699927035 40.9830842947018 32
"906" "12JHbec1" "Hbec" 446.6949 30.5774 50 1.1080402949419 0.745758745744003 116 244.746592492003 156.83560161614 4.12906687784459 1.63492374748075 0.0697688671479993 NA 0.501315527361326 0.874073133994798 32 1.5498260458782 5 2.23592635062903 12.8858597198543 0 1.81848316301237 51.3508080892922 49.9808707381998 0
"914" "12KHbec6" "Hbec" 671.8199 30.9567 41.5 2.53808124508518 1.26358455903673 116 244.746592492003 156.83560161614 2.35204812500117 1.20957153961736 0.17062276830772 NA 0.494741622978997 0.897486156987748 40.61472 0.79026796807459 3 0.719332904088177 7.63688309645756 0 1.09015992240737 51.4787869693638 41.4829315344999 12
"922" "12LHbec5" "Hbec" 774.9124 171.1693 51 21.2050246264519 3.1003185977933 116 244.746592492003 156.83560161614 5.59291634407052 1.88599579145223 0.717006667476184 NA 0.733766504506869 0.88790746672136 34 1.41409845792886 5 0.878628772818074 10.7668816751207 0 1.64380711171596 51.7108589111746 50.980702141719 195
"928" "12OHbec2" "Hbec" 1426.4116 90.5836 33.5 1.967418284484 1.08769231030165 116 244.746592492003 156.83560161614 4.30354022920468 1.66837456534137 0.195594265987088 NA 0.647595494220549 0.823858163858321 28 2.05922937897631 10 1.48542000655099 14.9727560311265 0 2.4161904138113 51.4107258293622 33.48690279807 0
"930" "12PHbec1" "Hbec" 1678.5901 94.0836 41 18.5302741059024 2.97196577991055 116 244.746592492003 156.83560161614 3.5125613668374 1.50686492286568 0.540349888482114 NA 0.65330595211988 0.830114029186442 27 1.39239795355669 6 1.00440281127009 10.632811199716 0 2.10203472567598 51.2632137283873 40.9830430589729 4
"940" "12PHbec8" "Hbec" 1647.9332 35.6818 40 14.3846212377145 2.73336838953787 116 244.746592492003 156.83560161614 2.54385738299802 1.2652157901154 0.393580782534998 NA 0.682154990184681 0.832443495177754 50 1.26347949406503 5 1.15006859753662 9.42198448134613 0 1.55055898306556 51.2636046184091 39.9834861015399 12
"943" "12QHbec10" "Hbec" 1863.0696 122.0373 54.5 3.58491150987416 1.52277080560379 116 244.746592492003 156.83560161614 4.36192348056091 1.67932276902207 0.310346657811623 NA 0.619296550850319 0.847088800752858 54 1.33166028682243 5 0.960589845973749 11.4840817988905 0 1.69076204469993 51.2296040877125 54.4810275650087 1
"944" "12QHbec2" "Hbec" 1841.4101 195.7052 52.5 25.4502833479526 3.27526687083493 116 244.746592492003 156.83560161614 6.23134056816209 1.97842443643279 0.826376869165767 NA 0.656826701321195 0.845472785450963 64.00277 1.43113852192826 6 0.889216359868035 12.4030977723534 0 1.66794851297138 51.2530374049133 52.4808003820006 5
"956" "9MHbec5" "Hbec" 1071.2374 615.7408 56 20.7201382627876 3.07823986073551 116 244.746592492003 156.83560161614 3.64075567918243 1.53487721487037 0.424890387832632 NA 0.499117545033705 0.727200836306039 40 1.74977898918417 7 1.26219873517385 12.3489443086468 0 2.09239547159671 51.9736905130648 55.9810658886992 8
"963" "9OHbec2" "Hbec" 1359.0528 638.3407 43.6 2.626985728462 1.28840192548795 116 244.746592492003 156.83560161614 3.19888714535944 1.43481952478918 0.161505011395061 NA 0.521374177748024 0.701654256307986 32 1.75410533099929 8 1.5966554799108 12.3396151564365 0 2.07532331654712 51.6631758991023 43.5821735905815 8
"969" "8HS??1" "Hsan" 70.7545 842.5371 85 0 0 2 12.7031555584965 12.7031555584965 5.26982537885549 1.83574850399472 0 NA 0.76336122778093 0.609558025555639 25 1.28041230998758 5 0.92362224495613 11.2362293086946 0 1.28041230998758 80.2358169054865 84.9997861966987 17
"970" "12QHsp1" "Hsem" 1715.2974 207.7743 85 0 0 1 5.67450173054656 5.67450173054656 7.93521733717026 2.19000047256517 0 NA 0.606431225972077 0.618366751775541 47 1.6154579187427 8 1.16530656406745 14.306538751007 0 2.03997171563753 80.2338833337865 84.9996220471067 0
"979" "10HPmal06" "Pmal" 200.6747 395.0008 62 22.5748904030945 3.1601821796474 209 1392.34841340774 1385.76623487374 10.2969589447382 2.42453356956436 0.874462981528748 NA 0.639722722773805 0.729983804129509 15 1.75653673990849 8 1.26707342190262 13.651895022735 0 2.24504867850369 95.9810367732736 61.9952143045986 20
"1001" "10LPMAL4" "Pmal" 824.0982 547.1458 86 12.7289904269299 2.619509686627 209 1392.34841340774 1385.76623487374 4.01475309270474 1.6123841864441 0.385568173460953 NA 0.518673045817267 0.699502490163411 30 2.21106887114461 10 2.01260161928934 16.4278926486663 0 2.41061667671415 94.5555951031937 85.9822561841806 39
"1003" "10NPmal2" "Pmal" 1196.9973 451.9612 160 13.978039295273 2.70658508135645 209 1392.34841340774 1385.76623487374 2.7140948560414 1.31213500273399 0.260045809324036 NA 0.50728074141721 0.764453055884842 14.02603 1.56071040904141 5 2.25162916738782 11.2239192617815 0 2.16608493924983 92.9082154970744 159.999915855386 21
"1021" "11IPMAL1" "Pmal" 378.1159 216.5659 68 23.4855029133584 3.19808122459449 209 1392.34841340774 1385.76623487374 4.27568459384829 1.66310845176565 0.540337172969745 NA 0.538798437684646 0.721818769043785 27 1.24188926529692 6 1.13041632440004 10.2918624676986 0 1.79273799680456 95.0238297596982 67.9919902359457 10
"1029" "11JPMAL1" "Pmal" 495.9202 384.4419 80 14.5013338026498 2.74092607200682 209 1392.34841340774 1385.76623487374 9.65230232269232 2.36577604932628 0.954329541823386 NA 0.5629207082401 0.725634276090406 16 2.08420106672699 9 1.29498693340389 16.0627747525264 0 2.31468155802746 95.2419438009016 79.9853608578746 25
"1030" "11KPMAL1" "Pmal" 671.3598 303.6627 75 6.24550334876079 1.98038104868865 209 1392.34841340774 1385.76623487374 4.61277449544844 1.72504515974742 0.378342288986589 NA 0.620713985223138 0.722171296096551 24.23898 2.00755630743784 8 1.82735650069205 14.0335845117269 0 2.20710796774982 94.3923250275595 74.9876856757888 22
"1034" "11NPmal1" "Pmal" 1248.9593 273.3156 78 10.9824887769008 2.48344631542703 209 1392.34841340774 1385.76623487374 2.33540784661015 1.20459496472705 0.265099061406468 NA 0.470554430828584 0.807316400570344 6 1.08889997534522 4 0.991159471432219 8.99788978501876 0 2.26385768697928 92.186114965629 77.9848659776689 12
"1040" "11PPmal3" "Pmal" 1671.3282 386.0648 80 7.55019452863652 2.14595403457716 209 1392.34841340774 1385.76623487374 2.46956715446451 1.24402984683077 0.21972116346001 NA 0.558924866640829 0.823138076412202 8.59625 1.74815545724768 7 1.59123967142861 10.1627679909957 0 2.09113888262042 91.8719498110109 79.9838078988165 8
"1041" "11PPmal4" "Pmal" 1524.3655 217.7679 70 4.01783395459522 1.61299835743964 209 1392.34841340774 1385.76623487374 3.42941003543649 1.48826640034345 0.202959769440509 NA 0.644123154131896 0.805635258081278 20 1.41427906512471 5 1.28733228247364 11.4805958938294 0 1.40032657623119 91.4965245177783 69.9890452947057 39
"1056" "12IPmal3" "Pmal" 212.2072 120.4711 80 11.3895213258711 2.51685106098603 209 1392.34841340774 1385.76623487374 1.63041653852862 0.967142213317615 0.16202263324405 NA 0.371086734786054 0.598177161885102 17 1.33217904021012 4 1.92192809488736 9.55305746548009 0 2.33319671428625 95.1582033269142 79.9854039482117 12
"1069" "12MPmal4" "Pmal" 1037.0657 96.0654 90 8.03109262108566 2.20067335912191 209 1392.34841340774 1385.76623487374 2.26210170918032 1.18237168371897 0.261337837606783 NA 0.624075530527007 0.779785906086553 5 0.885574151576672 4 1.27761343681912 7.61975062378563 0 1.3334730391185 92.4892963757494 89.9808521124262 13
"1084" "8HPmal1" "Pmal" 163.0356 827.9513 90 18.3324125578331 2.96178309442516 209 1392.34841340774 1385.76623487374 3.91774876495224 1.59285085768885 0.449902165623136 NA 0.745481960248367 0.79424439712214 22 1.95646320382668 8 1.78084955357507 13.1847024939696 0 2.03958247508681 96.6371637880751 89.9817201913591 15
"1099" "8JPmal1" "Pmal" 430.5748 839.4572 90.7 12.6363149023166 2.61273644746138 209 1392.34841340774 1385.76623487374 3.42074549990991 1.48630834700523 0.378981690592029 NA 0.627725892562909 0.757478718073931 24 1.42412991734677 5 1.0272925846689 10.820621315728 0 1.66958012698141 96.2346321281473 90.6813759012885 11
"1110" "8LPMAL4" "Pmal" 890.0831 808.9087 85 16.9184759851558 2.885832358459 209 1392.34841340774 1385.76623487374 4.89002268941839 1.77325984984935 0.553449939091581 NA 0.640442056375297 0.694290244425156 14 1.65958922700537 6 1.1971405738567 13.1521593949182 0 1.84074872856928 94.8017900315108 84.982756788627 43
"1118" "8MPmal3" "Pmal" 1074.5011 871.8699 110 57.9864402770912 4.07730759167971 209 1392.34841340774 1385.76623487374 2.44699913817894 1.23750403751408 0.399322192396135 NA 0.589978739971426 0.730806859740737 26 1.67623493913473 6 1.52577479464288 11.6423081432891 0 1.75824285971655 94.3098237150889 109.985623386942 35
"1128" "8NPmal4" "Pmal" 1168.644 849.9182 75 21.3294041506424 3.10590438169141 209 1392.34841340774 1385.76623487374 3.19245425098263 1.4332863025466 0.394475964855942 NA 0.507710445980889 0.736868111083387 26 1.35797785498732 5 1.23608471250003 10.0074737355669 0 1.91406867841848 94.0038392753767 74.9874900220655 45
"1139" "8PPmal1" "Pmal" 1649.588 871.005 130 5.95885323245203 1.94001469531872 209 1392.34841340774 1385.76623487374 3.05454855067235 1.3998393498461 0.205715661683492 NA 0.487038894383453 0.800560491773083 11 1.42706104338072 5 1.29896694047616 12.7046490694491 0 2.10479457118647 93.3470260918146 129.996265511402 15
"1148" "9HPmal06" "Pmal" 187.4202 593.9806 115 23.4472648727936 3.19651834351999 209 1392.34841340774 1385.76623487374 4.90328927694733 1.77550970013108 0.710709909487295 NA 0.708218896098498 0.791316308243844 17 1.38587131642208 7 1.26147443526435 10.5729941750538 0 1.68091222265164 96.4351157410651 114.987256956813 0
"1150" "9IPmal01" "Pmal" 357.0236 684.5539 130 24.1407730789753 3.22449095364297 209 1392.34841340774 1385.76623487374 4.3800003138477 1.6826884325097 0.578821157285863 "Prior" 0.695185129977144 0.778565157612997 16.26245 1.03356205420682 4 0.940788724892059 9.62580654729048 0 2.00863613039029 96.2849821666807 129.995083518861 6
"1157" "9JPmal3" "Pmal" 495.3302 734.5374 85 11.070031360198 2.49072563329977 209 1392.34841340774 1385.76623487374 10.9145492984185 2.47776028343313 0.774862946476686 "Once" 0.675492477202714 0.730941825967618 16 1.74854715517468 8 1.26131015476551 16.1122551052912 0 1.8310450912496 96.0069428214329 84.9832822427703 8
"1169" "9LPMAL9" "Pmal" 796.149 707.406 80 18.8807049912124 2.98974966293428 209 1392.34841340774 1385.76623487374 4.9195541874824 1.77826113989175 0.542432189239142 NA 0.677840442762714 0.689012821228289 16 1.89036277533887 8 1.36360850073124 13.9573938340221 0 1.77573788429359 94.9920529506919 79.9852188632825 78
"1171" "9MPmal2" "Pmal" 1050.9313 623.0768 80 7.9912192027479 2.19624845694656 209 1392.34841340774 1385.76623487374 4.15940704504815 1.64082165914002 0.321662116962147 NA 0.515221484449692 0.705126571699085 35 1.86621602358595 8 1.69870303002749 14.1564088422179 0 2.18088258423876 93.8755711820047 79.9846363530049 7
"1177" "9OPmal1" "Pmal" 1443.9989 601.6326 80 10.8460709098287 2.47199624380923 209 1392.34841340774 1385.76623487374 4.66218087054861 1.73380913081895 0.350871526439131 NA 0.514363779684115 0.772181893866562 8.99627 1.2130075659799 4 1.10412706875005 10.7387862003663 0 2.00970918189415 92.7802956463007 79.9841501523454 1
"1180" "9PPmal1" "Pmal" 1639.4477 688.5685 65 3.32755749901997 1.46500329487076 209 1392.34841340774 1385.76623487374 2.50701994690642 1.2547666588825 0.153413037208208 NA 0.524374836885618 0.79642074313549 6.56081 0.940447988655326 4 1.35677964944704 7.8390395137211 0 1.83068552879034 92.8489484610414 64.9924985850023 22
"1182" "9QPmal1" "Pmal" 1828.2137 720.8292 140 4.77045042622479 1.75275014094371 209 1392.34841340774 1385.76623487374 3.44991597283752 1.49288521349145 0.301402629527968 NA 0.612992434197373 0.818562129088825 10 1.41417546405698 6 1.28723798071787 9.41382117709366 0 1.65908069876225 92.8334398882189 139.998748186585 27
"1217" "10IPtom15" "Ptom" 226.4111 450.3224 130 270.028288208642 5.60222319996575 628 3782.56839407369 3770.08134867383 2.26891005705696 1.18445661346235 0.816843813012155 NA 0.664590567649782 0.898470800686003 22 1.53672246943722 6 1.10851094293986 9.87270998957398 0 2.16128711957615 88.6897190583709 129.997477022751 13
"1218" "10IPtom16" "Ptom" 305.8116 419.1315 100 234.358769643648 5.46111102928868 628 3782.56839407369 3770.08134867383 2.41881003338821 1.22929254707441 0.844903169907952 NA 0.621400877997982 0.899214568319604 16 1.8446214763655 7 1.67904682606619 9.55590213153499 0 2.02804676777597 88.1691276747669 99.9835680722763 0
