"tree" "sp" "Xm" "Ym" "DBH" "GI" "LGI" "ABN" "sBA" "sBA50" "HFI" "LHFI" "LSD" "FL" "AC" "sAC" "elev" "H" "S" "J" "Ha" "dist" "Ht" "Fsize" "Fcpo" "seedlings"
"3534" "8OSmec2" "Smec" 1314.5173 785.6743 110 98.8657905667829 4.60382719024071 211 1699.94189934637 1696.61181113356 2.55065771976713 1.26713285950021 0.495874979675717 NA 0.470672338258213 0.38417906648562 23.91221 1.66746193342929 6 2.40563906222957 10.7855007045191 0 1.61511955006041 100.582461818566 109.982655428676 14
"3543" "8PSmec6" "Smec" 1547.983 938.3945 75 32.8060084584216 3.5206385517327 211 1699.94189934637 1696.61181113356 2.15366093662319 1.14856398010609 0.352520005243098 NA 0.533412564021456 0.474722930552662 26 1.47350238508065 5 1.34123967142861 9.91591661704127 0 1.64622455382987 100.967639562429 74.9915229208064 1
"3549" "9HSmec03" "Smec" 154.0733 673.1569 91 10.4301460179116 2.43625425269551 211 1699.94189934637 1696.61181113356 5.88921485496675 1.92995712424589 0.54660801074159 NA 0.736535386041665 0.546643805289763 29 1.8446214763655 10 1.67904682606619 14.1533395323193 0 1.99226283701654 97.6287076277807 90.9819842601191 0
"3558" "9LSMEC6" "Smec" 947.4784 696.6063 83.4 16.0244314556277 2.83464945680117 211 1699.94189934637 1696.61181113356 34.7209253608521 3.57573666163165 1.60290372678665 NA 0.655267101965472 0.522613591042702 21 2.15478315337337 11 1.55434748478142 16.997807818909 0 2.35412989771781 99.2681955961695 83.385780026165 4
"3565" "9MSmec6" "Smec" 1052.8613 575.1721 98 12.4473841898901 2.59878460311034 211 1699.94189934637 1696.61181113356 3.26250265885013 1.4498564663866 0.360369336348318 NA 0.486158888035469 0.476010140354032 37 1.84074872856928 8 1.67552169910724 12.0981472007436 0 2.09404529591087 99.9444356869023 97.9807613545914 11
"3569" "9NSmec3" "Smec" 1255.5182 759.7775 110 68.4340243666505 4.24037701202145 211 1699.94189934637 1696.61181113356 4.27843577283353 1.66362979868078 0.619319578993041 NA 0.417598692483957 0.375276036255268 27 1.71184513523391 6 1.55818859200023 12.97654722078 16.496022621226 2.21272724278233 100.425267682161 NA 2
"3587" "10MSmul1" "Smul" 1008.7916 447.957 45 25.6697445931405 3.28352976158791 533 1232.88102893986 860.186792445101 2.34798450784619 1.20835852533044 0.396717069209085 NA 0.513993332780007 0.926316592100381 29.28759 1.2130075659799 4 1.10412706875005 7.68187624996448 0 2.22040347871115 53.0671605463746 44.9820436980732 189
"3597" "10MSmul6" "Smul" 1051.2403 440.6584 53 51.9262966836587 3.96890031712059 533 1232.88102893986 860.186792445101 2.42960829154187 1.23244605393979 0.578254914190156 NA 0.570654888038086 0.927156990203813 31.9829 0.687435750503355 3 0.625730985893814 6.24488925700598 0 1.42319468420861 53.1350267303739 52.9805899198987 0
"3612" "11KSMUL2" "Smul" 617.9561 235.3959 71.8 48.1071247426013 3.89400413104746 533 1232.88102893986 860.186792445101 8.70187143061052 2.27231879789132 1.12614416549407 NA 0.699429699157426 0.830023863685549 39 2.27472028797409 13 1.4133631812698 15.8031664586974 0 2.27215463959348 53.4097961041347 71.7870647867931 4
"3616" "11KSMUL5" "Smul" 673.151 331.305 56.4 23.9227366827727 3.21578050662046 533 1232.88102893986 860.186792445101 3.43886916519358 1.49039965148052 0.464349873483108 NA 0.58204635973853 0.880667439738853 24 1.99150936135661 8 1.81274994090135 13.3916765508197 0 2.18970709754267 53.1451113890486 56.38084309716 16
"3645" "11LSMUL32" "Smul" 850.2732 342.6598 41.7 41.6916815907154 3.75400409073466 533 1232.88102893986 860.186792445101 4.63087699633671 1.72826520201626 0.695260496892941 NA 0.684496608861721 0.924982850455832 37.21816 1.65722043057959 8 1.19543184842852 12.62402153964 0 2.02441101243983 53.0597341597725 41.6833566777034 38
"3648" "11LSMUL35" "Smul" 911.0844 390.6706 48.1 28.9004834607652 3.39787464952228 533 1232.88102893986 860.186792445101 4.37966040138544 1.68262524976233 0.639249949595001 NA 0.567721466460171 0.926494454510279 37 1.73265872019921 7 1.57713393348237 12.944174135249 0 2.04419565079537 53.0349041265946 48.081141614604 7
"3687" "11LSMUL70" "Smul" 844.9836 197.0843 44.5 72.6201551436195 4.29891883530562 533 1232.88102893986 860.186792445101 3.16599518074213 1.42695518603113 0.811484153176657 NA 0.758035748104337 0.901828749565511 37.95388 0.998931504603559 4 0.909266640203527 7.81974809100314 0 1.36745800115529 53.4433944996163 44.4823449405088 24
"3770" "11PSmul1" "Smul" 1669.3625 240.1261 36.3 17.9703180002597 2.9428755471306 533 1232.88102893986 860.186792445101 2.87256771358257 1.35391777891006 0.384569905030106 NA 0.593325714798728 0.7680761448471 24 1.97210373851627 9 1.79508618177494 13.1333129532806 0 2.38808330376085 54.0136883916057 36.2866624446642 0
"3778" "11QSmul15" "Smul" 1749.0739 241.6131 40 60.3143227958542 4.11601346647966 533 1232.88102893986 860.186792445101 3.03227371158969 1.39433041328387 0.766613883187827 NA 0.621148872600109 0.740726265311643 35 1.42886970633148 7 1.03071161970045 9.90054580678898 0 1.71740559495295 54.1589968321286 39.9847312566372 78
"3811" "11QSmul45" "Smul" 1865.9798 220.3153 31.5 34.7774782443638 3.5773185961212 533 1232.88102893986 860.186792445101 1.64896919496169 0.974170581291282 0.462664024964114 NA 0.656718276686967 0.715550239870301 53 1.27076115931014 5 0.789568301760865 9.13258737151918 0 1.34151612961406 54.3795458653245 31.4896431966744 50
"3819" "11QSmul52" "Smul" 1865.9326 247.9545 82.3 114.467467929625 4.74898882734042 533 1232.88102893986 860.186792445101 1.23841164728368 0.805766528312469 0.603458855562664 NA 0.6472113951849 0.715990735105383 46.46807 0.842543432902828 3 1.21553323238247 4.89714572428539 0 0.938650178490618 54.3745897308238 82.2923815917868 112
"3843" "11QSmul74" "Smul" 1868.8264 349.3035 65.9 35.9309257721994 3.60904929684703 533 1232.88102893986 860.186792445101 1.19173682563316 0.784694300579092 0.31237953028392 NA 0.556446807254435 0.723082799391341 18 1.06708951878208 3 1.5394847569315 6.24129415805767 0 1.53359080031838 54.3325297297902 65.88349161984 120
"3853" "12JSmul7" "Smul" 538.6811 198.4101 54 17.2856924967415 2.90611892327914 533 1232.88102893986 860.186792445101 34.7307121201492 3.57601060243142 1.76218302390873 NA 0.65683314214586 0.771611960406007 20 1.70576931535817 8 1.55265814241541 13.4407051394956 0 2.00830270901634 53.521259152018 53.9806262596291 13
"3868" "12KSmul22" "Smul" 645.7804 148.8401 71 80.533816527961 4.40101786091198 533 1232.88102893986 860.186792445101 3.78013975888991 1.56446978433742 0.823533694625385 NA 0.621847752228664 0.78885905335354 31 1.10562460482182 4 1.00638288523262 9.28244145898175 0 1.45844133501206 53.60470936855 70.9864945778766 68
"3869" "12KSmul23" "Smul" 701.1247 156.3039 52.5 66.0437320663177 4.20534512387133 533 1232.88102893986 860.186792445101 5.53001655513366 1.87640947852765 1.06613397932713 NA 0.656904463882884 0.828429657117656 51 1.18387394781482 4 0.853984536775037 9.76721638115349 0 1.51657729745279 53.5639411313584 52.4806152930685 111
"3963" "12OSmul1" "Smul" 1497.2093 53.8516 30 10.5902383062261 2.45016321850577 533 1232.88102893986 860.186792445101 1.66414752905173 0.979884129917967 0.220228414901317 NA 0.657164600663598 0.80754735860078 22 1.90615474653985 7 2.75 10.5027125896449 0 2.13338193026454 53.8897328614691 29.990200696415 0
"3987" "12PSmul23" "Smul" 1595.513 118.5104 37.5 32.7692637526776 3.51955103234393 533 1232.88102893986 860.186792445101 2.47474054846901 1.24551981391831 0.512624679792388 NA 0.61724623547489 0.779656330740516 28 1.48612412879462 7 1.07201195537871 10.3589858768264 0 1.96834973988908 53.951358228711 37.4859554062294 7
"4008" "12PSmul9" "Smul" 1635.612 47.9449 44.5 42.3320108957308 3.76889164353097 533 1232.88102893986 860.186792445101 7.11674253196133 2.09392890767036 0.937187694858613 NA 0.677666226827809 0.781513021735471 39.85566 1.30524756518762 6 0.941537094714285 11.9112187838568 0 1.67480948347615 53.9988781765001 44.4825807949986 107
"4015" "12QSmul104" "Smul" 1727.8861 45.031 42.3 64.2717630172251 4.17855952342413 533 1232.88102893986 860.186792445101 2.00174922429119 1.0991951935098 0.680864056804424 NA 0.69555938028972 0.769903007231078 53 0.862268478295241 4 0.78487059282816 6.58831458882585 0 1.32086277234538 54.1032992269524 42.2835777282248 0
"4029" "12QSmul22" "Smul" 1727.7187 143.3037 50.6 53.3875540722112 3.99613534224922 533 1232.88102893986 860.186792445101 2.45489396875907 1.23979176753281 0.627709565204849 NA 0.601327870341379 0.760095736605431 47 1.32466861061677 7 1.20576533166465 11.009098610318 0 2.09791037107633 54.0940502488198 50.5808701801729 28
"4037" "12QSmul3" "Smul" 1838.3328 201.8419 71.9 99.2187231019353 4.60735502849986 533 1232.88102893986 860.186792445101 4.3713571223519 1.68108059956226 0.943956949935426 NA 0.656463372839755 0.722228757465111 62.96738 1.40730506388997 6 0.874407799777483 12.1103962753093 0 1.62145221230687 54.3304454358939 71.8865942951385 110
"4041" "12QSmul33" "Smul" 1786.1685 128.0482 46.5 73.538498584624 4.31131575143645 533 1232.88102893986 860.186792445101 5.17665941880617 1.82077757820259 0.983946288537957 NA 0.620706609763386 0.746451915728392 65.24739 1.58061617950057 8 0.982092050453853 11.7730274094647 0 1.88822675103392 54.1922985469182 46.4819213177224 32
"4057" "12QSmul48" "Smul" 1807.6866 137.298 72 82.2983361214328 4.42242857444068 533 1232.88102893986 860.186792445101 4.2232516694105 1.65312013313162 0.899451336654451 NA 0.629524966496613 0.738648518460788 66 1.58378348982683 7 0.984060011008145 13.1506798419999 0 1.87818937107876 54.2407051697323 71.9866971979892 105
"4063" "12QSmul53" "Smul" 1823.1276 100.4719 50.9 66.7687433397528 4.21610107595932 533 1232.88102893986 860.186792445101 4.17088384523483 1.64304363043405 0.843754463854768 NA 0.604662541553834 0.730261858450433 69 1.39675617583905 7 1.00754660410702 11.5987525916751 0 1.59487985234188 54.2564181854465 50.8808602114614 31
"4090" "12QSmul78" "Smul" 1863.1535 72.9009 55 62.9605005948308 4.15826571462104 533 1232.88102893986 860.186792445101 1.30404095139315 0.834664516717854 0.515764424487395 NA 0.61977711466621 0.714634710040517 65 0.961285752584596 4 0.693421094065506 6.22738859390689 0 1.14381208955673 54.3326956621068 54.9806193648039 83
"4127" "10JSpar1" "Spar" 434.9288 443.3028 85 18.2851529814861 2.95933552429588 217 1445.13346102734 1439.24297480186 18.9737742430753 2.99442012521753 1.24645422723009 NA 0.635018656966183 0.829947512684799 16 1.84777575236614 7 1.14808762617726 15.56427348164 0 2.01357686727064 91.9986321221439 84.9817639316205 2
"4130" "10JSpar4" "Spar" 541.902 474.8074 90 16.5063027421336 2.86256097278196 217 1445.13346102734 1439.24297480186 2.681895687518 1.30342775202337 0.328254471527011 NA 0.581899916416514 0.803676694145613 15 1.49417513828931 5 1.36005682232151 9.77701839083977 0 1.97700617290886 91.8662027415938 89.9807336458672 57
"4140" "10NSpar1" "Spar" 1138.0367 396.5827 74 3.47579097761587 1.49868309088203 217 1445.13346102734 1439.24297480186 2.46613429760221 1.24303993768708 0.177960340440134 NA 0.567920371596336 0.641295235891483 8 1.30309240376172 5 1.87996494872711 7.50686557953527 0 2.10617091620646 92.4175715155939 73.9871456556618 12
"4173" "10QSpar7" "Spar" 1822.3574 551.9124 70 371.640743599776 5.92061480162507 217 1445.13346102734 1439.24297480186 1.80443169735885 1.03120091501068 1.19867926322176 NA 0.467131557190007 0.585833916902944 8 1.32088834314932 4 1.20232438392864 12.0421720224545 0 1.96076190945909 94.3994984470004 69.9906275868182 0
"4176" "11HSPAR1" "Spar" 169.4101 328.6143 100 20.626787923457 3.07393272794162 217 1445.13346102734 1439.24297480186 24.2738929126933 3.22977196227336 1.2603215344124 NA 0.605489593626903 0.836116482363771 19.24049 1.55711309805765 7 1.12321967233551 12.9903573877099 0 1.94641900908825 92.4379445731233 99.9819887124587 25
"4202" "11OSpar1" "Spar" 1323.8802 272.7057 72 4.77381449529058 1.75333295313382 217 1445.13346102734 1439.24297480186 2.20374313909302 1.16431985717002 0.170305086327967 NA 0.52117052016484 0.567256090046914 5 1.22752941145721 5 1.77095059445467 9.06266380957833 0 1.95464586668263 93.146451341153 71.9887412680728 0
"4205" "11OSpar4" "Spar" 1461.1235 297.2614 102.8 7.72582145479662 2.16628661320359 217 1445.13346102734 1439.24297480186 2.88639193470392 1.35748120400217 0.223289196833 NA 0.641114546748129 0.569626686023575 6 1.50478828368119 5 1.36971732357509 12.0588001777361 0 1.76903616130401 93.64092727171 102.782546222573 2
"4218" "12ISpar1" "Spar" 313.7118 105.9009 92.4 5.21438676455742 1.82686704987038 217 1445.13346102734 1439.24297480186 3.27060963124605 1.45175658783337 0.215824210223698 NA 0.392676847258669 0.814793035120458 23.95447 1.31078367809971 4 1.19312672142857 9.26593798511937 0 1.99336277050061 91.6525147752332 92.3807456006927 1
"4220" "12KSpar1" "Spar" 599.5827 192.9849 100 9.85079866838603 2.38423868726688 217 1445.13346102734 1439.24297480186 4.92626375865427 1.77939395687744 0.526336004804701 NA 0.686883308233412 0.804347163860721 24.12161 2.0640170503921 11 1.15194984920679 14.5699214692361 0 2.10704459075126 91.3322729551722 99.9823849693782 7
"4222" "12NSpar1" "Spar" 1266.3093 200.8687 70 4.29554705031994 1.66686628822481 217 1445.13346102734 1439.24297480186 2.38660280931288 1.21982729778661 0.14444619342274 NA 0.471819673931256 0.553524166447995 4.99982 1.79175946922805 6 Inf 11.4074382962733 0 2.43369895138543 92.9772126949134 69.989804762056 34
"4223" "12NSpar2" "Spar" 1266.5177 78.028 150 5.77243694527025 1.91286098452702 217 1445.13346102734 1439.24297480186 1.89010865367797 1.06129409784598 0.139586719422902 NA 0.542912345962287 0.523544269203794 5.50335 1.67698777432242 6 1.5264600547619 10.2713797577063 0 2.18732231884925 93.068006304671 149.99962587273 0
"4226" "12OSpar1" "Spar" 1383.2351 161.1439 130 6.99916084536121 2.07933664184819 217 1445.13346102734 1439.24297480186 2.20706458956513 1.16535606069066 0.176886117899187 NA 0.584140075559994 0.533151017842008 5 1.56071040904141 5 2.25162916738782 9.31256029290132 0 1.863679987341 93.448140695489 129.996181050601 1
"4228" "12QSpar1" "Spar" 1687.6452 192.372 180 9.26062172025476 2.32831343442279 217 1445.13346102734 1439.24297480186 4.67799490611034 1.73659816092293 0.445070739761213 NA 0.595125222667972 0.522182425601586 26 2.39726686597818 13 2.18208633810612 17.1704374708846 0 2.60990306262737 94.4284883136309 179.999997456548 1
"4232" "8HSpar3" "Spar" 19.0698 851.6635 80.5 4.60585278034685 1.72381119131087 217 1445.13346102734 1439.24297480186 3.46759735769956 1.49685076024814 0.248807267446224 NA 0.737019171164406 0.817622210941732 25 1.19354960409813 4 1.72192809488736 9.49000039960453 0 1.3896811919839 94.1975959107555 80.4847469821412 1
"4243" "8KSpar3" "Spar" 627.8521 931.9205 95 4.73387376762434 1.74639135250388 217 1445.13346102734 1439.24297480186 2.45100362261937 1.23866509384565 0.181810487045619 NA 0.624291700720252 0.667415295963296 19 1.76776147228933 7 1.60908583539736 12.7690503581065 0 1.84139037484597 93.1768677858426 94.980768176396 0
"4244" "8LSPAR1" "Spar" 917.5803 915.8268 115 10.8853928089587 2.47531015108288 217 1445.13346102734 1439.24297480186 3.62766468791938 1.53205235379375 0.372057352417204 NA 0.589159542380439 0.704033418366549 20 1.70782116256022 8 1.23193256097543 11.9121026131056 0 2.04421681352388 92.911406608635 114.989273636698 0
"4275" "8PSpar8" "Spar" 1628.1127 843.3291 90 24.3699306215579 3.2335646389428 217 1445.13346102734 1439.24297480186 3.63640783426115 1.53393989276037 0.355046746902335 NA 0.466987730199887 0.734463312972555 21.87646 1.66746193342929 6 2.40563906222957 12.7907806976458 0 2.1081697690535 93.8862191346769 89.9810266076648 3
"4281" "8QSpar5" "Spar" 1830.9245 935.806 110 7.18401549582263 2.1021829220765 217 1445.13346102734 1439.24297480186 1.35462664745201 0.856382178786409 0.116865534861508 NA 0.616174487244877 0.688688271941826 19 1.31078367809971 4 1.19312672142857 9.55217328767935 0 1.7045514452673 94.2416353396614 109.985758698797 2
"4297" "9ISpar10" "Spar" 279.5033 697.3217 130 28.9346570212735 3.39901690686299 217 1445.13346102734 1439.24297480186 4.23742371006419 1.65582971904464 0.56815060395051 NA 0.760881267050039 0.795442985305785 31 1.35359135213461 5 0.976409765557392 11.8962821500508 0 1.77077142337482 93.3089239315909 129.996201006909 7
"4298" "9JSpar1" "Spar" 478.7513 717.9259 84 7.24376701861269 2.10945740190746 217 1445.13346102734 1439.24297480186 7.88899246482789 2.18481370956291 0.662431795283565 NA 0.673603448688935 0.72029240223021 20 2.01269264380928 9 1.25055625212985 15.2264124317126 0 2.09617368130011 92.8314076210537 83.982395285184 0
"4302" "9LSPAR1" "Spar" 829.3659 705.6195 90 6.71224317063703 2.04280908827341 217 1445.13346102734 1439.24297480186 4.98507173456795 1.78926832466375 0.380212130372017 NA 0.660017484572749 0.720991852766521 23 1.72493478639771 7 1.07176224262602 13.8290305021002 0 1.95517720738191 92.3210054097757 89.9807765556348 4
"4305" "9MSpar4" "Spar" 979.0398 580.575 63 3.98522284612395 1.60647810574943 217 1445.13346102734 1439.24297480186 3.46411524495711 1.49607104126842 0.211642278985402 NA 0.490260596464098 0.707814315769074 30.64392 2.22002532783454 10 2.0207541375001 14.3257306100819 0 2.39331212297452 92.1612599075812 62.9930450673506 2
"4306" "9MSpar5" "Spar" 1032.2694 744.6578 80 8.30103920016586 2.23012613586986 217 1445.13346102734 1439.24297480186 6.63581004815053 2.03284902972257 0.532597713934416 NA 0.606088904957871 0.729887385862259 32 1.95125950414396 8 1.77611294200026 14.7970514817797 0 2.03773419478515 92.5598773346312 79.9839926473353 1
"4310" "9OSpar3" "Spar" 1491.7168 750.9659 66 12.841823164014 2.62769467301759 217 1445.13346102734 1439.24297480186 2.17549368622312 1.15546311198089 0.210907845187778 NA 0.570018320511025 0.728706058381093 16 2.14584175259475 9 3.09579525500093 11.5539910311349 0 2.35125728412732 93.5685567971218 65.9922508110992 0
"4326" "9QSpar1" "Spar" 1768.7309 615.0841 83 152.909283741483 5.03636336223198 217 1445.13346102734 1439.24297480186 2.09813154897892 1.13079920364285 0.663525462506771 NA 0.487218283153448 0.634384955011542 7 1.41274463686385 5 1.01907984082298 11.1717485020797 0 1.85876147146248 94.238877760058 82.9834254257554 5
"4338" "10MSpau3" "Spau" 1104.6136 519.9814 80 0.561771792597412 0.445820941254431 27 173.221811176055 173.221811176055 3.00522771502451 1.38760043658801 0.0598175731521101 NA 0.476996538359023 0.316957490749339 30 1.32966134885476 4 1.91829583405449 11.3759138280496 0 2.31315367873363 89.3951684452248 79.9843283814522 9
"4340" "10NSpau1" "Spau" 1278.0268 544.2296 88.4 0.447885350377245 0.370104112912521 27 173.221811176055 173.221811176055 3.98159957191427 1.60575103864272 0.0515779297235647 NA 0.529470944373946 0.281571765863748 23 2.35125728412732 12 2.14020661190477 15.8621211411517 0 2.44418296450364 89.3297778890814 88.3822789368952 2
"4346" "11LS??10" "Spau" 916.7073 339.0869 102.5 0.33819153893531 0.291319104626004 27 173.221811176055 173.221811176055 4.96881076933281 1.78654770644455 0.080724574014414 NA 0.704714536681245 0.326984724067623 21.12922 1.66394511965303 8 1.20028268621741 10.8500629873754 0 2.14499144724891 89.232772621241 102.486234038903 0
"4355" "12PSpau2" "Spau" 1663.0446 192.3301 65 0.062440300703274 0.0605684326644647 27 173.221811176055 173.221811176055 5.16192831615556 1.81838976689609 0.0125714216434551 NA 0.586630627680153 0.185780476373437 24 2.28777322916228 11 2.08242093481026 16.8448000327872 0 2.54241427906506 88.6924849783331 64.9922892184376 1
"4361" "9MSpau1" "Spau" 1067.2946 766.8286 140 0.414896597446664 0.347056452415595 27 173.221811176055 173.221811176055 4.49622464528703 1.70406142840914 0.0561756897810504 NA 0.575395867888194 0.392225544621442 33 2.26238625418332 11 2.05931271433901 15.9469746297232 0 2.26352987314321 89.6928205307679 139.999541243935 0
"4363" "10JSsem1" "Ssem" 523.5052 439.7667 100 0.201648627060971 0.183694469801587 12 47.5591181960936 45.8827329402115 3.41035347704173 1.48395483977083 0.0295595754560844 NA 0.581108565373509 0.465429325827195 15 1.89431202473353 8 1.72427711238337 12.9107066872038 0 2.1343566826304 80.913575421353 99.990003768502 44
"4368" "11OSsem1" "Ssem" 1418.9866 335.8847 79.1 0.106954046772174 0.101612141367289 12 47.5591181960936 45.8827329402115 3.22919199973342 1.4420109582007 0.0118693208271426 NA 0.591345328284082 0.450298491582751 4 1.90615474653985 7 2.75 13.9417943086767 0 2.10657733323212 79.7570344356021 79.0827882874856 0
"4370" "12NSsem1" "Ssem" 1263.32 148.6562 57.8 0.101721481645987 0.0968739398086116 12 47.5591181960936 45.8827329402115 2.12940665033842 1.14084341799969 0.00824740453719547 NA 0.490125863777811 0.421765292205224 5 1.32966134885476 4 1.91829583405449 10.6608059313513 0 1.99150936135661 79.842987115993 57.7916890673221 37
"4372" "9KSsem1" "Ssem" 683.622 686.9471 65 19.4123245066852 3.01613886091414 12 47.5591181960936 45.8827329402115 5.86063699307876 1.92580029356086 0.676656041568151 NA 0.750323677933184 0.553833468082197 21.05552 1.80411079545678 8 1.00689340642025 13.0049071277088 0 2.01062507515919 80.8022807592314 64.9880534432536 43
"4373" "9KSsem2" "Ssem" 687.2887 705.3794 105 19.4532858301481 3.01814354587262 12 47.5591181960936 45.8827329402115 5.0727427798245 1.80381036130488 0.594013615603642 NA 0.746456619126432 0.557308143404135 25 1.73420554451862 7 1.07752248851639 13.1474423678344 0 2.04029673991383 80.802436994852 104.9927788775 44
"4375" "10HSsmi??" "Ssmi" 58.5581 411.3457 89 15.4380180183369 2.79959682386495 352 2470.34375660571 2461.82002668789 2.49299277120253 1.25075889631283 0.30266918984225 NA 0.662801594289203 0.226714892212331 18 1.52470739303014 6 1.38784847826398 11.9770059319525 0 1.67440893725071 106.698161836665 88.9873030523993 0
"4378" "10HSsmi03" "Ssmi" 36.1682 558.7171 102 4.68189820072082 1.73728536717168 352 2470.34375660571 2461.82002668789 3.24987083702722 1.44688859118679 0.241982473595806 NA 0.704799433958297 0.297505407000944 31 1.35923670066501 5 1.23723056321613 11.160635322979 0 1.63079910458564 106.796992917757 101.981671159561 0
"4381" "10HSsmi07" "Ssmi" 112.0055 453.8155 92 6.40542769671536 2.00221320387971 352 2470.34375660571 2461.82002668789 3.74047106508861 1.55613651158942 0.329034867154346 NA 0.708653901944805 0.23263379512352 18 1.66237695919282 6 0.927790246259463 11.8485883020914 0 1.81326163287426 106.531234044807 91.9855023859885 0
"4394" "10KSsmi7" "Ssmi" 608.3918 438.0673 87 23.3665515181371 3.19321135241861 352 2470.34375660571 2461.82002668789 3.49982937269322 1.50403947887812 0.454420924783519 NA 0.502781919451452 0.151138497085345 16 1.80195113979326 8 1.29983298665198 11.5504789259424 0 2.10424809762197 104.402330231563 86.9867586531254 6
"4398" "10LSSMI10" "Ssmi" 881.4312 471.6955 66.4 23.6738524703797 3.20574407847843 352 2470.34375660571 2461.82002668789 8.76335878499347 2.27863647902988 0.838753429299983 NA 0.442659071719947 0.133054284500564 34 2.15461930986397 10 3.10845859334435 16.4906901764028 22.7937616845048 1.87003534764259 103.387017402897 NA 25
"4407" "10LSSMI19" "Ssmi" 938.4352 584.1914 98.2 77.5915610971732 4.36426432849519 352 2470.34375660571 2461.82002668789 4.56553369912093 1.71659288293612 0.667719517639548 NA 0.469041912780282 0.147270736642088 15 1.76776147228933 7 1.60908583539736 14.0681623574194 0 2.04705055872054 103.156621884745 98.1813179996829 0
"4429" "10LSSMI39" "Ssmi" 811.206 530.5404 44.5 4.86852960537095 1.76960410933887 352 2470.34375660571 2461.82002668789 8.30088333324681 2.23010937771825 0.506202837516036 NA 0.533265429215082 0.149259990970175 29 2.10657733323212 9 1.91748932263083 16.6913076829479 0 2.19161853571903 103.562009959896 44.4997269444111 0
"4459" "10PSsmi12" "Ssmi" 1601.5431 406.9518 90 10.4334845505581 2.43654629141266 352 2470.34375660571 2461.82002668789 2.56627053469469 1.2715203815927 0.245961279603734 NA 0.567419988420985 0.209771066021164 6 1.14905969697062 4 1.04591920991861 9.40674974919464 0 1.37605528526042 102.221503226934 89.9839736394358 0
"4487" "11ISSMI4" "Ssmi" 394.5958 292.1407 89.8 2.28282595866295 1.18870462421838 352 2470.34375660571 2461.82002668789 4.73765726755476 1.74705098547806 0.242856066323902 NA 0.557162801541208 0.139025786060332 21 1.20008732276787 6 1.09236655656089 8.99405680904704 0 1.64380600908318 105.39960863468 89.785881524767 0
"4494" "11JSSMI2" "Ssmi" 525.705 231.5552 67.5 4.55223184884233 1.71419998185031 352 2470.34375660571 2461.82002668789 5.83356258917459 1.92184614654878 0.43496475182221 NA 0.65903433471199 0.135224901585223 31 1.72722841661659 8 1.24593193556762 12.9379995580438 0 2.04207789809676 104.896983325267 67.4965928020088 0
"4524" "11NSsmi11" "Ssmi" 1245.1756 330.4302 135 144.914509970223 4.98302090205891 352 2470.34375660571 2461.82002668789 2.42062768571162 1.22982406806805 0.680158719703384 NA 0.485497553527006 0.159007614850689 17.74278 1.49417513828931 5 1.36005682232151 11.6866182790895 0 2.1809455605616 102.870880145439 134.994510899186 2
"4525" "11NSsmi2" "Ssmi" 1300.4572 374.7468 140 9.19857046842833 2.32224756031419 352 2470.34375660571 2461.82002668789 2.86644829114995 1.35233633142262 0.247983779077839 NA 0.513042906605838 0.1630610219684 18 1.83102048111352 7 2.64160416786859 13.1629400080744 0 2.1498020496118 102.727663564164 139.996442578421 2
"4550" "11PSsmi6" "Ssmi" 1565.2711 252.1101 170 11.3313189974024 2.51214228610227 352 2470.34375660571 2461.82002668789 2.50620212701287 1.25453343658079 0.267322259241423 NA 0.655044176199289 0.186656440112676 7 1.54030582522652 6 1.402046783123 11.6138904873177 0 1.54267196873815 102.521390424014 169.999926907589 0
"4592" "12NSsmi2" "Ssmi" 1204.9218 127.0599 101.2 3.52362340154284 1.50931331021388 352 2470.34375660571 2461.82002668789 2.22248925302905 1.17015412084629 0.132785902495881 NA 0.450267921277868 0.166540705580016 6 1.33217904021012 4 1.92192809488736 10.3718931905689 0 1.73265872019921 103.196607338647 101.180870796179 1
"4597" "12OSsmi2" "Ssmi" 1469.4786 84.5148 107 3.94999953301347 1.59938748223988 352 2470.34375660571 2461.82002668789 3.7027670498447 1.54815106948965 0.221355362669161 NA 0.643032566638235 0.18935357310832 11.58421 2.14584175259475 9 3.09579525500093 14.328452331989 0 2.41019420936877 102.827229497567 106.981213507474 0
"4601" "12OSsmi6" "Ssmi" 1318.8644 38.1935 107 5.88907497051004 1.92993681919229 352 2470.34375660571 2461.82002668789 2.44119733861994 1.23581947437755 0.20239400052418 NA 0.597738011327433 0.193583805183021 14 1.59416669911802 6 1.45107306331944 11.8531561807578 0 1.90966042154043 103.105199436689 106.981158224695 0
"4614" "12QSsmi15" "Ssmi" 1798.4216 155.7083 67 14.908957376217 2.76688230759499 352 2470.34375660571 2461.82002668789 6.05383628360153 1.95357162252858 0.596758173356377 NA 0.631599817210903 0.202966527244065 76 1.74507002937346 9 1.0842729725027 12.8437264659371 0 1.95953183509136 102.178378327794 66.9958320393224 0
"4615" "12QSsmi16" "Ssmi" 1816.8567 168.024 71.5 13.8260740225738 2.69638738897627 352 2470.34375660571 2461.82002668789 3.85764438942436 1.58055362687644 0.505916714154432 NA 0.642092081459194 0.209687966406006 72 1.56241930309362 7 0.970785695442348 10.8005415201305 0 1.89869456233665 102.140035764666 71.493980964281 0
